Timestamp,VX,VY,VZ,ADX,ADY,ADZ,TEMP,DX,DY,DZ,HZX,HZY,HZZ
47512,5,8,2,0,2,1,21.40,11,44,25,24,50,24
47587,3,13,4,0,0,0,21.78,24,25,14,24,50,24
47722,6,8,3,0,1,0,21.46,26,19,22,24,50,24
47797,2,11,5,0,1,0,21.59,12,11,17,24,50,24
47902,5,7,5,0,1,0,21.65,23,26,29,24,50,24
48007,6,5,7,0,1,0,21.65,26,3,29,24,50,24
48113,3,6,3,0,2,1,21.46,10,13,17,24,50,24
48202,1,9,2,0,0,0,21.46,17,26,6,24,50,24
48307,4,5,6,0,2,0,21.59,18,21,18,24,50,24
48412,3,10,4,0,1,0,21.46,23,34,18,24,50,24
48517,3,6,4,0,1,0,21.65,13,33,19,24,37,24
48622,3,7,3,0,1,0,21.40,17,9,8,24,37,24
48712,4,7,4,0,1,0,21.65,15,10,17,24,37,24
48817,3,4,5,0,1,0,21.65,10,28,13,24,37,24
48922,3,6,4,0,1,0,21.21,16,13,19,24,37,24
49027,2,8,3,0,2,0,21.59,21,24,21,24,37,24
49132,4,4,6,0,2,0,21.78,19,7,29,24,37,24
49194,1,3,0,0,1,0,21.71,11,18,4,24,37,24
49327,4,4,3,0,1,0,21.40,23,23,24,24,37,24
49432,4,8,7,0,2,0,21.40,19,33,38,24,37,24
49537,1,7,3,0,1,0,21.40,9,20,8,22,38,23
49597,2,6,4,0,1,0,21.59,15,19,12,22,38,23
49747,3,3,5,0,1,0,21.78,17,14,9,22,38,23
49809,3,6,3,0,2,0,21.65,12,19,31,22,38,23
49942,2,9,3,0,1,0,21.46,21,10,20,22,38,23
50002,4,3,4,0,1,0,21.46,21,14,14,22,38,23
50152,3,5,2,0,1,0,21.40,20,15,14,22,38,23
50212,3,6,3,0,1,0,21.78,19,18,16,22,38,23
50362,2,6,2,0,1,0,21.78,18,18,25,22,38,23
50407,3,3,3,0,0,0,21.46,21,9,25,22,38,23
50557,6,6,7,0,2,0,21.40,22,7,27,23,40,22
50602,2,4,4,0,1,0,21.59,22,12,29,23,40,22
50722,3,3,3,0,1,0,21.46,19,27,16,23,40,22
50812,2,5,3,0,1,0,21.90,23,6,30,23,40,22
50932,3,8,4,0,2,0,21.59,15,26,15,23,40,22
51007,2,5,2,0,1,0,21.46,17,11,21,23,40,22
51127,3,2,2,0,1,0,21.46,13,8,12,23,40,22
51217,4,4,4,0,2,0,21.65,20,24,39,23,40,22
51337,3,4,5,0,1,0,21.59,22,12,24,23,40,22
51412,3,5,4,0,2,0,21.34,16,19,15,23,40,22
51533,3,7,3,0,1,0,21.65,19,7,17,23,35,23
51622,3,13,6,0,2,0,21.40,14,26,25,23,35,23
51742,2,6,3,0,1,0,21.59,25,12,24,23,35,23
51817,3,5,4,0,1,0,21.71,19,18,24,23,35,23
51937,5,6,5,0,2,0,21.65,19,16,16,23,35,23
52012,17,16,16,0,2,2,21.59,77,20,76,23,35,23
52132,2,6,3,0,1,0,21.40,13,17,24,23,35,23
52222,4,5,4,0,0,0,21.46,38,16,42,23,35,23
52342,5,5,6,0,2,1,21.71,17,7,21,23,35,23
52432,5,7,6,0,2,1,21.40,10,12,22,23,35,23
